COD_CLI;STATUS;IFIN1;IFIN2;IFIN3;IFIN4;IFIN5;IFIN6;IFIN7;IFIN8;IFIN9;IFIN10;FATLIQ;REST_TIPO_1;REST_TIPO_2;REST_TIPO_3;REST_TIPO_4;REST_TIPO_5;UF;IDADE;RAMO;NUM_SOCIOS
3137;BOM;3.90;233.06;0.00;0.00;12.00;12.43;1.30;-2473.80;93.75;-3.36;1055.04;0;0;0;0;0;SP;50;7;2
3138;MAU;104.80;5203.20;20.72;0.00;2.40;11.76;-5.10;705.60;77.08;-2.10;326.56;1;0;3;1;0;SP;44;2;2
3139;BOM;0.40;216.80;0.00;0.00;9.00;13.06;0.75;-27490.40;11.66;-0.84;700.22;0;0;0;0;0;RJ;38;3;4
3140;BOM;5.10;401.08;0.00;0.00;4.60;13.55;1.95;;30.41;-2.52;838.38;0;0;0;0;0;RJ;34;2;2
3141;MAU;11.80;840.10;34.04;0.85;4.40;12.15;-0.35;590.80;-39.16;-20.16;1033.06;5;0;2;1;0;RJ;34;8;3
3142;BOM;16.40;157.18;0.00;0.00;11.80;11.94;1.45;1054.20;-25.41;-0.84;678.24;0;0;2;0;0;RJ;34;4;3
3143;BOM;5.10;178.86;10.36;0.00;7.50;13.16;0.50;-5355.00;-0.83;-4.20;929.44;0;0;0;0;0;RJ;35;7;2
3144;BOM;1.20;308.94;0.00;0.00;4.40;12.52;0.90;-1540.00;33.33;-17.64;5677.12;0;0;1;0;0;RJ;32;4;3
3145;BOM;2.40;373.98;0.00;0.00;1.50;13.13;1.05;-9039.80;30.41;0.42;5284.62;0;0;0;0;0;RJ;61;5;2
3146;MAU;;;69.56;1.56;2.60;14.27;;294.00;203.33;0.00;1186.92;0;0;0;0;0;RJ;27;2;4
3147;BOM;0.90;195.12;0.00;0.00;19.00;12.57;0.95;-6722.80;7.91;-1.26;5067.96;0;0;0;0;0;RJ;42;5;3
3148;MAU;20.30;216.80;13.32;0.00;1.80;14.47;0.80;-166.60;9.16;3.36;5809.00;0;0;0;0;0;RJ;32;2;4
3149;MAU;73.20;3252.00;250.12;1.91;1.40;13.61;-6.75;1114.40;-862.91;0.42;860.36;3;0;3;0;8;RJ;35;4;2
3150;BOM;14.50;1170.72;121.36;0.00;2.20;12.50;-1.05;750.40;38.75;-3.36;521.24;0;0;0;0;0;RJ;26;7;2
3151;BOM;2.70;222.22;0.00;0.00;3.80;13.64;0.20;;45.83;-0.84;1212.04;0;0;0;0;0;RJ;58;5;3
3152;BOM;17.40;731.70;75.48;0.00;1.80;13.28;-0.35;421.40;-42.50;-1.26;3702.06;0;0;1;0;0;RJ;68;1;2
3153;MAU;22.00;915.98;65.12;0.00;2.80;13.43;1.20;483.00;-36.66;-0.84;3061.50;0;0;1;0;0;RJ;40;3;3
3154;MAU;27.30;764.22;130.24;0.00;3.50;13.85;-1.70;477.40;-53.33;5.46;1548.02;1;0;0;0;0;RJ;40;2;2
3155;MAU;19.00;601.62;72.52;1.22;;14.13;0.00;639.80;-33.75;-12.60;665.68;0;0;0;2;5;RJ;66;1;3
3156;MAU;15.70;986.44;290.08;0.00;1.00;11.70;-0.20;;-239.58;-3.78;304.58;0;0;0;0;0;RJ;86;8;3
3157;BOM;11.50;460.70;56.24;0.00;3.30;13.50;1.35;23.80;-28.75;-11.76;3048.94;0;0;1;0;0;RJ;36;6;2
3158;MAU;11.00;563.68;139.12;1.96;4.10;13.09;-0.15;96.60;-43.75;4.62;659.40;0;0;0;0;0;RJ;42;7;3
3159;BOM;7.30;189.70;0.00;0.00;2.60;13.03;1.15;23.80;25.83;-5.88;973.40;0;0;0;0;0;RJ;32;6;4
3160;BOM;4.40;363.14;0.00;0.00;1.20;13.77;1.75;-763.00;4.58;-1.26;6556.32;0;0;0;0;0;RJ;35;7;4
3161;MAU;14.20;298.10;91.76;0.00;4.00;12.90;1.65;193.20;-32.50;-1.68;2226.26;22;0;2;0;0;RJ;32;6;4
3162;MAU;8.90;661.24;60.68;0.00;;12.09;1.05;498.40;-48.33;-6.72;4543.58;0;0;0;0;0;RJ;33;3;2
3163;BOM;24.20;487.80;11.84;0.00;2.50;12.95;0.80;554.40;-881.25;-0.84;6496.66;0;0;0;0;0;RJ;28;2;3
3164;MAU;15.40;672.08;108.04;1.38;5.20;13.18;0.90;399.00;-44.16;-5.88;904.32;1;0;2;1;0;RJ;32;3;2
3165;MAU;24.40;1360.42;121.36;1.93;1.00;13.03;-0.80;498.40;-141.66;2.94;2169.74;0;0;3;11;0;RJ;32;7;3
3166;MAU;25.70;1501.34;81.40;1.77;2.60;12.94;-2.25;758.80;31.25;-4.20;1365.90;7;0;0;0;0;RJ;33;4;2
3167;BOM;18.90;216.80;7.40;0.00;1.60;14.19;2.95;-204.40;-12.08;-7.98;2665.86;3;0;0;0;0;RJ;25;1;2
3168;BOM;4.60;292.68;16.28;0.00;6.60;13.46;1.00;131.60;-2.91;-0.84;989.10;0;0;0;0;0;RJ;31;3;2
3169;BOM;32.40;921.40;85.84;0.00;3.40;13.17;-0.90;576.80;-48.75;-2.94;2141.48;0;0;1;0;0;RJ;31;1;2
3170;BOM;52.90;1642.26;32.56;0.00;2.30;12.27;-3.75;982.80;25.83;-5.88;747.32;0;0;0;0;0;RJ;54;7;4
3171;BOM;72.40;379.40;130.24;0.00;1.40;13.93;1.10;130.20;-51.66;-0.84;4012.92;0;0;0;0;0;RJ;25;4;4
3172;BOM;3.60;162.60;0.00;0.00;4.70;13.71;2.05;-6928.60;-3.33;0.00;1482.08;0;0;0;0;0;RJ;40;8;2
3173;BOM;8.80;341.46;0.00;0.00;4.80;13.32;1.50;-22.40;5.00;-0.84;1727.00;0;0;0;0;0;RJ;32;6;4
3174;MAU;6.30;715.44;192.40;1.29;0.20;13.02;-0.80;683.20;-211.66;-17.64;948.28;0;0;0;0;0;RJ;47;6;2
3175;BOM;0.20;157.18;0.00;0.00;;12.07;2.45;;58.75;-17.64;772.44;0;0;0;0;0;RJ;42;4;4
3176;MAU;3.60;444.44;14.80;0.51;5.80;12.80;0.80;-176.40;-5.00;-1.26;753.60;59;0;1;1;0;RJ;37;5;2
3177;BOM;12.80;579.94;4.44;0.00;4.50;12.96;0.35;190.40;3.33;-12.18;1912.26;2;0;3;0;0;RJ;25;5;2
3178;MAU;8010.10;125505.52;72.52;0.00;;13.12;-0.85;618.80;-35.83;2.10;1318.80;0;0;0;0;8;RJ;25;3;4
3179;MAU;14.60;953.92;65.12;1.43;2.00;12.63;-3.80;1243.20;-43.75;-3.36;653.12;0;0;0;0;0;RJ;56;1;2
3180;BOM;;;340.40;0.35;14.80;11.45;-2.70;691.60;48.75;-14.70;876.06;2;0;2;0;0;RJ;80;1;4
3181;BOM;1.40;336.04;0.00;0.00;4.80;12.43;0.75;;42.50;-0.84;860.36;0;0;0;0;0;RJ;58;3;2
3182;BOM;2.10;86.72;16.28;0.00;8.10;13.45;3.50;-4298.00;7.50;7.56;1409.86;0;0;0;0;0;RJ;43;8;3
3183;MAU;30.90;1035.22;90.28;0.92;1.50;13.81;-0.45;586.60;-178.75;5.04;753.60;38;0;72;0;1;RJ;45;7;4
3184;BOM;1.00;379.40;0.00;0.00;8.00;12.36;0.50;-2993.20;2.91;1.68;819.54;0;0;0;0;0;RJ;40;4;3
3185;BOM;0.90;319.78;0.00;0.00;18.80;12.10;0.90;-756.00;128.33;-0.42;345.40;0;0;0;0;0;RJ;37;3;3
3186;MAU;6.00;466.12;0.00;0.00;0.60;15.30;1.05;-1173.20;19.16;-2.52;5966.00;0;0;2;0;0;RJ;25;5;3
3187;MAU;1.30;124.66;1.48;0.00;3.60;14.98;3.25;-1285.20;9.58;5.46;2223.12;1;0;0;0;0;RJ;25;8;4
3188;BOM;1.40;16.26;1.48;0.00;45.10;11.42;0.00;;76.66;-0.84;169.56;0;0;0;0;25;RJ;33;5;2
3189;MAU;7.70;607.04;82.88;0.00;1.90;13.34;-0.90;765.80;-53.33;2.94;5441.62;0;0;1;0;0;RJ;31;5;4
3190;BOM;15.30;520.32;84.36;0.00;3.20;12.79;0.10;169.40;-38.75;0.84;640.56;0;0;0;2;0;RJ;31;4;2
3191;MAU;5.40;493.22;93.24;0.71;2.60;12.61;2.15;280.00;-48.33;-4.62;646.84;0;0;0;0;0;RJ;30;4;4
3192;MAU;22.20;639.56;59.20;1.56;4.90;13.54;-2.30;484.40;-24.58;1.68;2640.74;28;0;0;0;0;RJ;29;5;3
3193;MAU;14.20;710.02;127.28;0.00;;12.78;2.05;567.00;-53.33;-0.42;4179.34;0;0;0;0;16;RJ;48;8;3
3194;BOM;4.10;341.46;31.08;0.00;6.40;12.35;1.20;103.60;10.83;-9.66;6038.22;0;0;1;0;0;RJ;53;7;2
3195;MAU;16.30;1035.22;88.80;0.76;0.80;12.19;0.70;540.40;3.75;-3.78;389.36;3;0;0;0;0;RJ;30;3;2
3196;MAU;24.20;558.26;81.40;1.24;4.30;12.81;2.05;84.00;-34.58;3.36;781.86;0;0;0;0;0;RJ;46;6;2
3197;MAU;59.20;943.08;19.24;0.32;0.20;20.11;1.60;610.40;-34.58;-4.62;810.12;2;1;9;0;17;RJ;28;1;2
3198;MAU;11.70;715.44;118.40;0.00;4.60;13.26;7.30;558.60;-62.50;-6.30;675.10;0;0;0;0;0;RJ;29;4;4
3199;MAU;7.20;764.22;134.68;1.01;5.00;11.76;-3.15;695.80;-4660.83;-8.82;197.82;0;0;1;0;0;RJ;28;6;3
3200;MAU;30.40;1696.46;72.52;0.00;6.10;12.11;-8.65;749.00;-40.00;-4.20;979.68;306;0;0;0;0;RJ;83;2;4
3201;MAU;6.80;536.58;100.64;0.02;9.40;12.29;-0.10;421.40;-38.33;-36.12;3742.88;0;0;0;0;0;RJ;62;2;4
3202;BOM;11.20;363.14;48.84;0.00;3.30;14.40;-0.40;-25.20;-24.58;-4.62;2643.88;0;0;1;0;0;RJ;45;4;3
3203;MAU;24.00;1257.44;62.16;1.75;2.30;12.80;-1.40;898.80;-72.50;-9.66;1758.40;116;0;7;1;0;RJ;41;1;2
3204;MAU;7.90;433.60;5.92;0.00;5.10;13.20;1.75;-2234.40;5.41;2.10;1042.48;0;0;1;0;0;RJ;29;4;3
3205;MAU;77.30;2341.44;79.92;1.89;2.60;11.85;;802.20;235.41;-0.42;329.70;44;0;12;0;0;RJ;58;6;3
3206;BOM;2.50;211.38;0.00;0.00;2.20;13.51;1.55;-3504.20;35.00;-9.66;2471.18;0;0;5;0;0;RJ;28;4;4
3207;MAU;14.60;498.64;102.12;0.53;4.40;13.42;0.05;406.00;-36.25;-7.98;1058.18;0;0;0;0;0;RJ;44;5;3
3208;MAU;10.20;661.24;84.36;0.00;3.60;12.93;-0.65;474.60;-43.75;2.10;2376.98;0;0;3;0;0;RJ;28;5;3
3209;BOM;4.20;108.40;4.44;0.00;47.40;12.95;2.55;-1808.80;-12.08;-8.82;942.00;0;0;0;0;0;RJ;47;5;3
3210;MAU;124.60;4151.72;96.20;1.43;4.30;12.58;;625.80;-90.83;-5.46;1036.20;0;0;0;0;0;RJ;54;6;2
3211;BOM;3.00;569.10;23.68;0.00;6.30;12.27;0.55;-19.60;-16.25;-3.78;750.46;0;0;0;0;0;RJ;37;8;4
3212;BOM;1.00;151.76;11.84;0.00;;12.38;2.60;-3276.00;-3.33;-1.68;979.68;0;0;0;0;0;RJ;37;7;4
3213;MAU;22.90;336.04;0.00;0.00;0.80;22.62;22.05;-6468.00;-27.08;-1.26;4449.38;0;0;0;0;12;RJ;22;5;3
3214;BOM;0.80;184.28;1.48;0.00;11.00;13.88;-0.30;-4236.40;2.08;-5.88;973.40;0;0;0;0;0;RJ;67;3;2
3215;BOM;0.50;373.98;0.00;0.00;1.50;11.81;0.70;;889.16;-2.52;1070.74;0;0;0;0;0;RJ;61;6;3
3216;MAU;;;719.28;0.00;6.90;12.18;2.10;732.20;376.66;-8.82;445.88;0;0;0;0;16;RJ;22;4;4
3217;MAU;9.30;536.58;51.80;0.16;3.60;12.90;1.15;491.40;-18.33;-1.26;668.82;0;0;1;0;0;RJ;22;7;2
3218;BOM;6.60;444.44;41.44;0.00;0.40;15.26;0.00;359.80;-24.58;-0.42;1494.64;0;0;0;0;0;RJ;22;8;2
3219;MAU;6.90;444.44;35.52;0.55;0.80;13.38;-0.05;471.80;-27.08;-6.30;1058.18;0;0;0;0;0;RJ;22;2;2
3220;BOM;4.30;428.18;41.44;0.00;1.60;15.64;1.00;-1666.00;-12.91;19.74;825.82;0;0;0;0;0;RJ;22;2;2
3221;MAU;9.80;607.04;17.76;0.16;2.00;13.20;1.00;403.20;-99.16;-1.68;640.56;3;0;5;0;0;RJ;22;5;2
3222;MAU;21.00;628.72;111.00;1.33;3.50;13.44;23.00;481.60;-36.25;-0.42;1975.06;3;0;2;0;0;RJ;22;2;4
3223;MAU;52.70;585.36;4.44;0.00;3.10;13.06;3.95;119.00;-74.16;-7.14;659.40;1;0;1;0;0;RJ;40;4;4
3224;MAU;;;63.64;0.53;2.40;15.31;;560.00;-46.25;-3.36;1535.46;1;0;3;1;0;RJ;22;3;2
3225;MAU;10.10;758.80;88.80;0.14;3.30;12.65;0.35;527.80;-108.33;-55.02;1117.84;23;0;0;0;0;RJ;22;6;3
3226;MAU;8.70;433.60;17.76;0.00;0.70;15.16;0.55;247.80;12.91;5.04;2439.78;1;0;4;0;0;RJ;21;3;4
3227;BOM;11.50;384.82;0.00;0.00;;13.44;10.40;229.60;-21.25;1.26;822.68;0;0;0;0;12;RJ;28;2;4
3228;MAU;427.70;9918.60;47.36;0.00;0.30;17.82;;758.80;37.50;-5.46;926.30;169;21;0;0;0;RJ;21;6;2
3229;BOM;5.10;504.06;0.00;0.00;0.80;12.89;7.25;-7512.40;5.41;-0.42;656.26;0;0;0;0;12;RJ;21;2;2
3230;BOM;6.90;216.80;5.92;0.09;2.00;14.91;1.70;-1498.00;-3.75;13.02;2417.80;0;0;0;0;0;RJ;59;4;2
3231;BOM;12.70;216.80;37.00;0.00;1.20;14.94;0.50;544.60;-7.91;0.00;2348.72;0;0;0;0;0;RJ;21;7;3
3232;MAU;;;210.16;1.15;1.40;16.81;-14.85;613.20;-88.33;0.42;951.42;0;0;0;0;0;RJ;20;2;3
3233;BOM;62.70;2466.10;0.00;0.00;2.30;13.15;-3.25;;-47.91;122.64;3055.22;0;0;1;0;0;RJ;20;8;2
3234;BOM;0.30;222.22;0.00;0.00;1.40;13.49;2.60;-10966.20;237.08;-4.62;1168.08;0;0;0;0;0;RJ;20;3;2
3235;MAU;;;93.24;0.97;1.50;14.90;;540.40;347.08;-6.72;810.12;2;0;0;0;0;RJ;20;7;2
3236;MAU;22.20;840.10;125.80;0.55;9.70;11.60;-1.25;876.40;13.75;-5.88;1780.38;3;0;3;0;0;RJ;95;7;4
3237;MAU;13.60;780.48;48.84;0.00;0.80;15.91;-2.00;1255.80;-23.33;-4.62;781.86;0;0;0;0;0;RJ;46;2;2
3238;MAU;13.50;872.62;139.12;1.20;2.10;12.82;-1.95;739.20;-552.50;-12.18;963.98;100;0;152;0;0;RJ;69;5;2
3239;MAU;20.30;433.60;103.60;0.39;3.80;13.62;0.45;305.20;-47.08;1.68;2411.52;76;0;6;0;0;RJ;43;8;3
3240;MAU;45.30;1170.72;97.68;1.20;3.00;13.46;-5.50;509.60;-81.66;-2.10;872.92;0;0;0;0;4;RJ;56;8;2
3241;BOM;6.40;86.72;0.00;0.00;3.40;13.03;2.50;-2235.80;14.16;-10.92;7256.54;0;0;0;0;0;RJ;79;3;2
3242;BOM;4.30;504.06;42.92;0.00;23.80;12.39;-0.05;208.60;-24.16;1.26;844.66;0;0;2;0;0;RJ;37;2;4
3243;BOM;1.50;243.90;0.00;0.00;12.90;11.76;0.45;-5940.20;203.33;-5.88;2207.42;0;0;1;0;0;RJ;63;5;2
3244;BOM;3.60;476.96;22.20;0.12;1.40;13.12;0.15;70.00;-16.66;-12.60;2829.14;0;0;0;0;0;RJ;39;1;3
3245;MAU;;;96.20;2.09;3.00;15.66;-29.25;;-83.75;-6.72;985.96;0;0;0;0;0;RJ;20;8;3
3246;BOM;1.20;482.38;38.48;0.00;0.90;11.37;-0.15;945.00;-89.58;-10.92;216.66;0;0;1;0;0;RJ;20;3;2
3247;BOM;0.80;195.12;0.00;0.00;19.00;13.26;0.45;-3442.60;16.66;-2.10;785.00;0;0;0;0;0;RJ;74;2;2
3248;BOM;4.00;373.98;45.88;1.73;1.10;17.36;1.05;-211.40;-19.58;-4.20;1400.44;0;0;0;0;0;RJ;47;2;4
3249;BOM;5.00;124.66;0.00;0.00;2.70;15.91;3.45;-501.20;10.41;-0.84;967.12;0;0;0;0;0;RJ;19;1;3
3250;MAU;676.40;4265.54;103.60;0.60;1.20;12.91;-0.65;575.40;-45.00;-22.26;1029.92;0;0;14;0;8;RJ;19;2;3
3251;MAU;5.80;590.78;28.12;0.00;6.20;11.69;-0.30;964.60;54.16;2.94;580.90;10;0;2;2;0;RJ;64;2;4
3252;BOM;25.50;292.68;62.16;1.36;1.40;16.97;-0.20;341.60;-30.41;-8.40;785.00;0;0;0;0;0;RJ;19;7;4
3253;MAU;212.00;7783.12;72.52;0.37;1.90;12.37;1.75;495.60;-46.25;-5.88;4301.80;0;0;1;0;0;RJ;19;8;3
3254;BOM;5.70;807.58;23.68;0.00;0.40;11.38;-1.10;7898.80;18.33;-5.04;492.98;24;0;77;0;0;RJ;157;8;3
3255;BOM;43.70;1485.08;66.60;0.85;5.10;12.97;-2.15;1323.00;153.75;-8.40;580.90;0;0;0;0;0;RJ;51;3;3
3256;BOM;4.70;233.06;37.00;0.00;9.00;13.22;0.45;-1034.60;-12.08;-2.52;1362.76;0;0;1;0;0;RJ;52;7;2
3257;MAU;2.40;298.10;0.00;0.00;10.20;12.88;1.20;-288.40;1.66;-2.94;1133.54;2;0;0;0;0;RJ;78;7;4
3258;BOM;1.20;113.82;0.00;0.00;31.60;11.77;2.25;-285.60;164.16;-1.26;879.20;0;0;0;0;0;RJ;29;4;3
3259;BOM;9.30;384.82;51.80;0.55;16.60;12.55;-1.85;309.40;-17.91;-0.42;1142.96;2;0;2;0;0;RJ;83;3;4
3260;BOM;60.70;1485.08;1.48;0.00;1.40;12.64;-1.55;697.20;1.25;15.96;3692.64;0;0;0;0;0;RJ;43;4;3
3261;BOM;49.30;1268.28;75.48;0.00;;15.29;0.00;632.80;-115.00;-54.60;1620.24;0;0;1;0;0;RJ;18;1;2
3262;BOM;5.80;720.86;51.80;1.61;2.40;12.05;-0.85;887.60;-75.41;-4.62;1303.10;0;0;0;0;0;RJ;56;4;3
3263;MAU;9.80;238.48;63.64;1.79;12.70;15.58;2.45;-77.00;-22.08;-2.10;1023.64;3;1;1;0;0;RJ;90;4;3
3264;MAU;3.00;428.18;0.00;0.00;1.50;13.73;0.20;121.80;-2.50;-4.62;2647.02;0;0;0;0;0;RJ;79;6;2
3265;BOM;7.60;596.20;28.12;0.00;2.20;12.73;0.90;422.80;-12.50;-1.26;4502.76;0;0;0;0;0;RJ;40;5;2
3266;MAU;4.30;542.00;35.52;0.51;4.40;12.40;0.20;674.80;-38.75;-2.52;637.42;0;0;0;0;0;RJ;37;5;2
3267;BOM;3.80;444.44;34.04;0.00;1.20;12.06;1.25;792.40;142.91;-8.82;3017.54;0;0;0;0;0;RJ;18;1;3
3268;MAU;;;53.28;0.55;1.40;14.88;-6.50;455.00;-90.83;-1.26;1648.50;60;2;28;0;0;RJ;17;3;3
3269;MAU;120.70;1376.68;78.44;1.52;1.70;17.83;3.10;;-41.66;-4.62;989.10;1;0;0;0;7;RJ;17;2;2
3270;BOM;55.20;2417.32;272.32;0.00;0.50;12.47;20.45;582.40;-193.75;-6.30;3199.66;1;0;1;0;0;SP;17;1;2
3271;MAU;60.90;2829.24;74.00;0.00;0.70;12.98;-3.35;606.20;31.66;-0.84;985.96;1;0;5;0;0;RJ;16;2;2
3272;BOM;22.00;271.00;5.92;0.00;1.60;13.20;2.20;543.20;683.75;-5.46;671.96;0;0;0;0;0;RJ;16;3;2
3273;BOM;25.60;650.40;105.08;0.00;1.20;14.39;0.20;260.40;-57.91;-1.68;1730.14;0;0;0;0;0;RJ;16;7;2
3274;BOM;24.10;482.38;57.72;0.00;1.40;13.80;1.65;644.00;22.08;-0.42;3359.80;0;0;0;0;0;RJ;15;5;4
3275;MAU;9.20;140.92;0.00;0.00;2.20;15.05;7.85;-1853.60;0.41;-0.84;2907.64;0;0;0;0;0;RJ;15;5;4
3276;BOM;12.60;1154.46;282.68;0.00;0.20;11.36;0.05;830.20;-113.33;-1.68;87.92;0;0;1;0;0;RJ;15;7;2
3277;BOM;6.80;406.50;45.88;0.00;1.90;13.88;0.75;284.20;-17.91;-6.30;6273.72;0;0;0;0;0;RJ;76;4;4
3278;BOM;14.30;623.30;71.04;0.05;2.00;13.04;1.15;275.80;-34.58;2.52;4446.24;0;0;0;0;0;RJ;60;7;4
3279;MAU;22.90;1544.70;448.44;0.00;3.30;11.71;0.15;606.20;1438.75;7.98;279.46;0;0;0;0;0;RJ;45;5;2
3280;MAU;51.90;1804.86;134.68;0.99;4.20;12.41;-2.30;574.00;-204.58;-4.62;1880.86;1;0;1;1;0;SP;14;3;2
3281;MAU;;;296.00;0.00;3.90;11.51;-0.35;698.60;57.91;-9.24;1168.08;0;0;1;0;0;RJ;99;7;3
3282;MAU;207.70;7046.00;152.44;0.07;7.30;11.85;-6.95;712.60;-75.00;-0.84;1818.06;0;0;3;2;0;RJ;66;8;2
3283;BOM;;;105.08;0.00;2.60;14.70;-36.50;516.60;-67.50;-8.82;1491.50;1;0;2;0;0;SP;14;5;2
3284;MAU;16.50;471.54;10.36;0.48;3.60;13.24;2.85;375.20;-14.16;-7.98;1934.24;1;0;0;0;0;MG;14;4;2
3285;MAU;16.20;249.32;17.76;0.00;3.80;14.56;2.15;-305.20;-12.50;-7.98;1058.18;0;0;0;0;0;SP;15;6;3
3286;MAU;;;112.48;0.58;;12.19;19.75;492.80;-37.50;1.68;816.40;0;0;1;0;5;RJ;38;4;2
3287;MAU;2.60;531.16;69.56;0.00;3.20;12.48;0.05;-67.20;-35.83;-4.20;618.58;0;0;0;0;0;SP;14;2;2
3288;BOM;6.90;639.56;82.88;0.83;1.80;13.10;-0.50;645.40;-97.91;30.66;1199.48;5;0;0;0;0;RJ;49;3;2
3289;MAU;61.30;2607.02;97.68;0.74;1.90;12.96;-2.40;898.80;-93.33;-2.10;1039.34;43;0;4;0;0;RJ;77;8;3
3290;MAU;6.20;552.84;60.68;0.00;2.40;13.99;-0.35;631.40;-47.08;-5.46;1789.80;0;0;0;0;0;RJ;48;4;4
3291;MAU;3.30;292.68;0.00;0.00;4.50;13.75;0.25;;29.16;21.42;1061.32;1;0;0;0;0;RJ;53;2;4
3292;MAU;14.10;227.64;17.76;0.16;4.70;14.29;2.05;445.20;-12.08;2.52;4574.98;1;0;1;0;0;RJ;99;6;2
3293;MAU;28.10;672.08;111.00;0.51;2.80;13.10;-7.10;1072.40;-47.08;-1.68;985.96;0;0;0;0;0;RJ;39;6;3
3294;BOM;10.50;634.14;112.48;0.90;2.80;13.12;-0.15;567.00;-57.08;0.00;1256.00;1;0;0;0;0;RJ;53;7;2
3295;BOM;7.50;433.60;79.92;0.00;3.40;13.59;0.15;-93.80;-28.33;-15.12;2285.92;0;0;0;0;0;RJ;45;3;2
3296;BOM;9.30;444.44;90.28;0.00;2.20;13.91;0.15;1.40;-30.00;-4.62;3519.94;0;0;0;0;0;RJ;41;7;3
3297;MAU;8.20;525.74;76.96;0.00;2.60;12.87;0.40;253.40;-39.16;-3.36;948.28;8;0;0;0;0;RJ;40;6;4
3298;MAU;68.90;1035.22;59.20;0.00;3.20;13.07;-2.25;240.80;471.25;-5.04;558.92;0;0;3;0;11;MG;13;8;2
3299;MAU;4.60;276.42;22.20;0.39;4.30;12.79;0.55;-1241.80;-4.58;-5.04;5768.18;3;0;3;0;0;RJ;52;8;2
3300;BOM;5.60;189.70;20.72;0.00;0.60;16.81;0.00;352.80;-4.58;-6.72;882.34;0;0;1;0;0;SP;55;5;4
